Java HotSpot(TM) 64-Bit Server VM (25.251-b08) for bsd-amd64 JRE (1.8.0_251-b08), built on Mar 12 2020 02:36:37 by "java_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 33554432k(906212k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseSerialGC 
2020-10-27T22:13:07.307-0800: 0.636: [GC (Allocation Failure) 2020-10-27T22:13:07.307-0800: 0.636: [DefNew: 139776K->7076K(157248K), 0.0118367 secs] 139776K->7076K(506816K), 0.0119409 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-10-27T22:13:59.613-0800: 52.941: [GC (Allocation Failure) 2020-10-27T22:13:59.613-0800: 52.941: [DefNew: 139848K->80K(157248K), 0.0022942 secs] 163515K->23747K(506816K), 0.0023842 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:13:59.711-0800: 53.039: [GC (Allocation Failure) 2020-10-27T22:13:59.711-0800: 53.039: [DefNew: 139856K->87K(157248K), 0.0020830 secs] 163523K->23754K(506816K), 0.0021508 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:13:59.803-0800: 53.131: [GC (Allocation Failure) 2020-10-27T22:13:59.803-0800: 53.131: [DefNew: 139863K->89K(157248K), 0.0024190 secs] 163530K->23756K(506816K), 0.0025000 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:13:59.896-0800: 53.224: [GC (Allocation Failure) 2020-10-27T22:13:59.896-0800: 53.224: [DefNew: 139865K->69K(157248K), 0.0021872 secs] 163532K->23736K(506816K), 0.0022628 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:13:59.990-0800: 53.318: [GC (Allocation Failure) 2020-10-27T22:13:59.990-0800: 53.318: [DefNew: 139845K->73K(157248K), 0.0023473 secs] 163512K->23741K(506816K), 0.0024255 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:00.086-0800: 53.414: [GC (Allocation Failure) 2020-10-27T22:14:00.086-0800: 53.414: [DefNew: 139849K->60K(157248K), 0.0020460 secs] 163517K->23728K(506816K), 0.0021162 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:00.180-0800: 53.508: [GC (Allocation Failure) 2020-10-27T22:14:00.180-0800: 53.508: [DefNew: 139836K->63K(157248K), 0.0020692 secs] 163504K->23732K(506816K), 0.0021358 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:00.274-0800: 53.602: [GC (Allocation Failure) 2020-10-27T22:14:00.274-0800: 53.602: [DefNew: 139839K->81K(157248K), 0.0020527 secs] 163508K->23749K(506816K), 0.0021305 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:00.370-0800: 53.698: [GC (Allocation Failure) 2020-10-27T22:14:00.370-0800: 53.698: [DefNew: 139857K->61K(157248K), 0.0020753 secs] 163525K->23730K(506816K), 0.0021878 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:00.465-0800: 53.793: [GC (Allocation Failure) 2020-10-27T22:14:00.465-0800: 53.793: [DefNew: 139837K->53K(157248K), 0.0021196 secs] 163506K->23721K(506816K), 0.0022044 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:00.560-0800: 53.889: [GC (Allocation Failure) 2020-10-27T22:14:00.560-0800: 53.889: [DefNew: 139829K->52K(157248K), 0.0020851 secs] 163497K->23720K(506816K), 0.0021611 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:00.653-0800: 53.981: [GC (Allocation Failure) 2020-10-27T22:14:00.653-0800: 53.982: [DefNew: 139828K->68K(157248K), 0.0020001 secs] 163496K->23736K(506816K), 0.0020669 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:00.746-0800: 54.074: [GC (Allocation Failure) 2020-10-27T22:14:00.746-0800: 54.074: [DefNew: 139844K->85K(157248K), 0.0023514 secs] 163512K->23753K(506816K), 0.0024430 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:00.841-0800: 54.169: [GC (Allocation Failure) 2020-10-27T22:14:00.841-0800: 54.169: [DefNew: 139861K->70K(157248K), 0.0021361 secs] 163529K->23738K(506816K), 0.0022114 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:00.940-0800: 54.269: [GC (Allocation Failure) 2020-10-27T22:14:00.940-0800: 54.269: [DefNew: 139846K->79K(157248K), 0.0021834 secs] 163514K->23747K(506816K), 0.0022635 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:01.037-0800: 54.366: [GC (Allocation Failure) 2020-10-27T22:14:01.037-0800: 54.366: [DefNew: 139855K->60K(157248K), 0.0020560 secs] 163523K->23728K(506816K), 0.0021237 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:01.141-0800: 54.469: [GC (Allocation Failure) 2020-10-27T22:14:01.141-0800: 54.469: [DefNew: 139836K->74K(157248K), 0.0021062 secs] 163504K->23742K(506816K), 0.0021837 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:01.237-0800: 54.565: [GC (Allocation Failure) 2020-10-27T22:14:01.237-0800: 54.565: [DefNew: 139850K->52K(157248K), 0.0020401 secs] 163518K->23720K(506816K), 0.0021160 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:01.330-0800: 54.659: [GC (Allocation Failure) 2020-10-27T22:14:01.330-0800: 54.659: [DefNew: 139828K->62K(157248K), 0.0021020 secs] 163496K->23731K(506816K), 0.0021720 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:01.430-0800: 54.758: [GC (Allocation Failure) 2020-10-27T22:14:01.430-0800: 54.758: [DefNew: 139838K->74K(157248K), 0.0021128 secs] 163507K->23744K(506816K), 0.0021851 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:01.532-0800: 54.861: [GC (Allocation Failure) 2020-10-27T22:14:01.532-0800: 54.861: [DefNew: 139850K->51K(157248K), 0.0020972 secs] 163520K->23721K(506816K), 0.0022042 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:01.631-0800: 54.959: [GC (Allocation Failure) 2020-10-27T22:14:01.631-0800: 54.959: [DefNew: 139827K->68K(157248K), 0.0024102 secs] 163497K->23738K(506816K), 0.0024862 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:01.730-0800: 55.058: [GC (Allocation Failure) 2020-10-27T22:14:01.730-0800: 55.058: [DefNew: 139844K->67K(157248K), 0.0022108 secs] 163514K->23737K(506816K), 0.0022914 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:01.825-0800: 55.153: [GC (Allocation Failure) 2020-10-27T22:14:01.825-0800: 55.153: [DefNew: 139843K->91K(157248K), 0.0022052 secs] 163513K->23761K(506816K), 0.0022805 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:01.924-0800: 55.252: [GC (Allocation Failure) 2020-10-27T22:14:01.924-0800: 55.252: [DefNew: 139867K->79K(157248K), 0.0020487 secs] 163537K->23749K(506816K), 0.0021237 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:02.020-0800: 55.348: [GC (Allocation Failure) 2020-10-27T22:14:02.020-0800: 55.348: [DefNew: 139855K->53K(157248K), 0.0020846 secs] 163525K->23724K(506816K), 0.0021559 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:02.115-0800: 55.443: [GC (Allocation Failure) 2020-10-27T22:14:02.115-0800: 55.443: [DefNew: 139829K->86K(157248K), 0.0021578 secs] 163500K->23757K(506816K), 0.0022493 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:02.215-0800: 55.544: [GC (Allocation Failure) 2020-10-27T22:14:02.215-0800: 55.544: [DefNew: 139862K->74K(157248K), 0.0023155 secs] 163533K->23744K(506816K), 0.0024105 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:02.313-0800: 55.641: [GC (Allocation Failure) 2020-10-27T22:14:02.313-0800: 55.641: [DefNew: 139850K->88K(157248K), 0.0022609 secs] 163520K->23758K(506816K), 0.0023425 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:02.417-0800: 55.745: [GC (Allocation Failure) 2020-10-27T22:14:02.417-0800: 55.745: [DefNew: 139864K->71K(157248K), 0.0021109 secs] 163534K->23742K(506816K), 0.0021882 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:02.513-0800: 55.841: [GC (Allocation Failure) 2020-10-27T22:14:02.513-0800: 55.841: [DefNew: 139846K->107K(157248K), 0.0021868 secs] 163516K->23777K(506816K), 0.0022628 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:02.611-0800: 55.939: [GC (Allocation Failure) 2020-10-27T22:14:02.611-0800: 55.939: [DefNew: 139883K->103K(157248K), 0.0020439 secs] 163553K->23774K(506816K), 0.0021120 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:02.714-0800: 56.042: [GC (Allocation Failure) 2020-10-27T22:14:02.714-0800: 56.042: [DefNew: 139879K->60K(157248K), 0.0020694 secs] 163550K->23731K(506816K), 0.0021617 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:02.816-0800: 56.144: [GC (Allocation Failure) 2020-10-27T22:14:02.816-0800: 56.144: [DefNew: 139836K->75K(157248K), 0.0023088 secs] 163507K->23746K(506816K), 0.0023879 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:02.921-0800: 56.249: [GC (Allocation Failure) 2020-10-27T22:14:02.921-0800: 56.249: [DefNew: 139851K->55K(157248K), 0.0020431 secs] 163522K->23726K(506816K), 0.0021238 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:03.020-0800: 56.348: [GC (Allocation Failure) 2020-10-27T22:14:03.020-0800: 56.348: [DefNew: 139831K->81K(157248K), 0.0022861 secs] 163502K->23751K(506816K), 0.0023740 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:03.122-0800: 56.450: [GC (Allocation Failure) 2020-10-27T22:14:03.122-0800: 56.450: [DefNew: 139857K->92K(157248K), 0.0022821 secs] 163527K->23762K(506816K), 0.0023634 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:03.222-0800: 56.551: [GC (Allocation Failure) 2020-10-27T22:14:03.223-0800: 56.551: [DefNew: 139868K->73K(157248K), 0.0022549 secs] 163538K->23743K(506816K), 0.0023267 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:03.320-0800: 56.648: [GC (Allocation Failure) 2020-10-27T22:14:03.320-0800: 56.648: [DefNew: 139849K->71K(157248K), 0.0021601 secs] 163519K->23742K(506816K), 0.0022586 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:03.417-0800: 56.745: [GC (Allocation Failure) 2020-10-27T22:14:03.417-0800: 56.745: [DefNew: 139823K->107K(157248K), 0.0020696 secs] 163494K->23777K(506816K), 0.0021406 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:03.511-0800: 56.839: [GC (Allocation Failure) 2020-10-27T22:14:03.511-0800: 56.839: [DefNew: 139883K->73K(157248K), 0.0023811 secs] 163553K->23744K(506816K), 0.0024625 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:03.604-0800: 56.933: [GC (Allocation Failure) 2020-10-27T22:14:03.604-0800: 56.933: [DefNew: 139849K->76K(157248K), 0.0022887 secs] 163520K->23747K(506816K), 0.0023653 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:03.701-0800: 57.029: [GC (Allocation Failure) 2020-10-27T22:14:03.701-0800: 57.029: [DefNew: 139852K->69K(157248K), 0.0020765 secs] 163523K->23740K(506816K), 0.0021465 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:03.797-0800: 57.126: [GC (Allocation Failure) 2020-10-27T22:14:03.797-0800: 57.126: [DefNew: 139845K->57K(157248K), 0.0024382 secs] 163516K->23730K(506816K), 0.0025301 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:03.906-0800: 57.234: [GC (Allocation Failure) 2020-10-27T22:14:03.906-0800: 57.234: [DefNew: 139833K->78K(157248K), 0.0025272 secs] 163506K->23751K(506816K), 0.0026104 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:04.006-0800: 57.335: [GC (Allocation Failure) 2020-10-27T22:14:04.006-0800: 57.335: [DefNew: 139854K->60K(157248K), 0.0024802 secs] 163527K->23733K(506816K), 0.0025632 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:04.107-0800: 57.435: [GC (Allocation Failure) 2020-10-27T22:14:04.107-0800: 57.435: [DefNew: 139836K->73K(157248K), 0.0029185 secs] 163509K->23746K(506816K), 0.0030082 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:04.208-0800: 57.536: [GC (Allocation Failure) 2020-10-27T22:14:04.208-0800: 57.536: [DefNew: 139849K->59K(157248K), 0.0021656 secs] 163522K->23732K(506816K), 0.0022421 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:04.303-0800: 57.631: [GC (Allocation Failure) 2020-10-27T22:14:04.303-0800: 57.631: [DefNew: 139835K->51K(157248K), 0.0020597 secs] 163508K->23725K(506816K), 0.0021419 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:04.402-0800: 57.730: [GC (Allocation Failure) 2020-10-27T22:14:04.402-0800: 57.730: [DefNew: 139827K->56K(157248K), 0.0021268 secs] 163501K->23729K(506816K), 0.0022010 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:04.504-0800: 57.832: [GC (Allocation Failure) 2020-10-27T22:14:04.504-0800: 57.832: [DefNew: 139832K->55K(157248K), 0.0021327 secs] 163505K->23728K(506816K), 0.0022186 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:04.600-0800: 57.928: [GC (Allocation Failure) 2020-10-27T22:14:04.600-0800: 57.928: [DefNew: 139831K->88K(157248K), 0.0020757 secs] 163504K->23762K(506816K), 0.0021447 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:04.705-0800: 58.033: [GC (Allocation Failure) 2020-10-27T22:14:04.705-0800: 58.034: [DefNew: 139864K->68K(157248K), 0.0024751 secs] 163538K->23741K(506816K), 0.0025610 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:04.813-0800: 58.142: [GC (Allocation Failure) 2020-10-27T22:14:04.813-0800: 58.142: [DefNew: 139844K->97K(157248K), 0.0024967 secs] 163517K->23770K(506816K), 0.0025814 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:04.928-0800: 58.256: [GC (Allocation Failure) 2020-10-27T22:14:04.928-0800: 58.256: [DefNew: 139873K->86K(157248K), 0.0020968 secs] 163546K->23759K(506816K), 0.0021803 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:05.039-0800: 58.367: [GC (Allocation Failure) 2020-10-27T22:14:05.039-0800: 58.367: [DefNew: 139862K->56K(157248K), 0.0022750 secs] 163535K->23730K(506816K), 0.0023625 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:05.148-0800: 58.476: [GC (Allocation Failure) 2020-10-27T22:14:05.148-0800: 58.476: [DefNew: 139832K->55K(157248K), 0.0025557 secs] 163506K->23728K(506816K), 0.0026437 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:05.260-0800: 58.589: [GC (Allocation Failure) 2020-10-27T22:14:05.260-0800: 58.589: [DefNew: 139831K->59K(157248K), 0.0023050 secs] 163504K->23732K(506816K), 0.0023809 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:05.360-0800: 58.688: [GC (Allocation Failure) 2020-10-27T22:14:05.360-0800: 58.688: [DefNew: 139835K->61K(157248K), 0.0021380 secs] 163508K->23734K(506816K), 0.0022151 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:05.457-0800: 58.785: [GC (Allocation Failure) 2020-10-27T22:14:05.457-0800: 58.785: [DefNew: 139837K->64K(157248K), 0.0021837 secs] 163510K->23737K(506816K), 0.0022655 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:05.555-0800: 58.883: [GC (Allocation Failure) 2020-10-27T22:14:05.555-0800: 58.883: [DefNew: 139840K->86K(157248K), 0.0020978 secs] 163513K->23759K(506816K), 0.0021649 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:05.651-0800: 58.979: [GC (Allocation Failure) 2020-10-27T22:14:05.651-0800: 58.979: [DefNew: 139862K->76K(157248K), 0.0020511 secs] 163535K->23749K(506816K), 0.0021198 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:05.749-0800: 59.077: [GC (Allocation Failure) 2020-10-27T22:14:05.749-0800: 59.077: [DefNew: 139852K->63K(157248K), 0.0020661 secs] 163525K->23736K(506816K), 0.0021367 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:05.843-0800: 59.172: [GC (Allocation Failure) 2020-10-27T22:14:05.843-0800: 59.172: [DefNew: 139839K->80K(157248K), 0.0022624 secs] 163512K->23753K(506816K), 0.0023498 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:05.944-0800: 59.273: [GC (Allocation Failure) 2020-10-27T22:14:05.944-0800: 59.273: [DefNew: 139856K->68K(157248K), 0.0020423 secs] 163529K->23741K(506816K), 0.0021085 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:06.044-0800: 59.372: [GC (Allocation Failure) 2020-10-27T22:14:06.044-0800: 59.372: [DefNew: 139844K->50K(157248K), 0.0020027 secs] 163517K->23723K(506816K), 0.0020819 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:06.143-0800: 59.471: [GC (Allocation Failure) 2020-10-27T22:14:06.143-0800: 59.471: [DefNew: 139826K->68K(157248K), 0.0020916 secs] 163499K->23742K(506816K), 0.0021747 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:06.244-0800: 59.572: [GC (Allocation Failure) 2020-10-27T22:14:06.244-0800: 59.572: [DefNew: 139844K->80K(157248K), 0.0022775 secs] 163518K->23753K(506816K), 0.0023534 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:06.342-0800: 59.670: [GC (Allocation Failure) 2020-10-27T22:14:06.342-0800: 59.670: [DefNew: 139856K->70K(157248K), 0.0023960 secs] 163529K->23743K(506816K), 0.0024893 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:06.439-0800: 59.767: [GC (Allocation Failure) 2020-10-27T22:14:06.439-0800: 59.767: [DefNew: 139846K->75K(157248K), 0.0023147 secs] 163519K->23748K(506816K), 0.0023981 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:06.544-0800: 59.872: [GC (Allocation Failure) 2020-10-27T22:14:06.544-0800: 59.872: [DefNew: 139851K->73K(157248K), 0.0021640 secs] 163524K->23746K(506816K), 0.0022448 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:06.639-0800: 59.967: [GC (Allocation Failure) 2020-10-27T22:14:06.639-0800: 59.967: [DefNew: 139849K->93K(157248K), 0.0021496 secs] 163522K->23767K(506816K), 0.0022234 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:06.738-0800: 60.066: [GC (Allocation Failure) 2020-10-27T22:14:06.738-0800: 60.066: [DefNew: 139869K->73K(157248K), 0.0023278 secs] 163543K->23747K(506816K), 0.0024141 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:06.841-0800: 60.169: [GC (Allocation Failure) 2020-10-27T22:14:06.841-0800: 60.169: [DefNew: 139849K->66K(157248K), 0.0022258 secs] 163523K->23740K(506816K), 0.0023103 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:06.939-0800: 60.267: [GC (Allocation Failure) 2020-10-27T22:14:06.939-0800: 60.267: [DefNew: 139842K->87K(157248K), 0.0024130 secs] 163516K->23760K(506816K), 0.0025048 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:07.038-0800: 60.366: [GC (Allocation Failure) 2020-10-27T22:14:07.038-0800: 60.366: [DefNew: 139863K->85K(157248K), 0.0021187 secs] 163536K->23759K(506816K), 0.0021861 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:07.134-0800: 60.462: [GC (Allocation Failure) 2020-10-27T22:14:07.134-0800: 60.462: [DefNew: 139861K->68K(157248K), 0.0022321 secs] 163535K->23742K(506816K), 0.0023104 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:07.241-0800: 60.569: [GC (Allocation Failure) 2020-10-27T22:14:07.241-0800: 60.569: [DefNew: 139844K->62K(157248K), 0.0023761 secs] 163518K->23735K(506816K), 0.0024563 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:07.343-0800: 60.671: [GC (Allocation Failure) 2020-10-27T22:14:07.343-0800: 60.671: [DefNew: 139838K->67K(157248K), 0.0021709 secs] 163511K->23741K(506816K), 0.0022526 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:07.438-0800: 60.766: [GC (Allocation Failure) 2020-10-27T22:14:07.438-0800: 60.766: [DefNew: 139843K->72K(157248K), 0.0020633 secs] 163517K->23745K(506816K), 0.0021388 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:07.538-0800: 60.867: [GC (Allocation Failure) 2020-10-27T22:14:07.538-0800: 60.867: [DefNew: 139848K->82K(157248K), 0.0024291 secs] 163521K->23756K(506816K), 0.0025145 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:07.647-0800: 60.976: [GC (Allocation Failure) 2020-10-27T22:14:07.647-0800: 60.976: [DefNew: 139858K->59K(157248K), 0.0024772 secs] 163532K->23733K(506816K), 0.0025642 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:07.753-0800: 61.081: [GC (Allocation Failure) 2020-10-27T22:14:07.753-0800: 61.081: [DefNew: 139835K->71K(157248K), 0.0020366 secs] 163509K->23745K(506816K), 0.0021064 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:07.854-0800: 61.182: [GC (Allocation Failure) 2020-10-27T22:14:07.854-0800: 61.182: [DefNew: 139847K->73K(157248K), 0.0022167 secs] 163521K->23747K(506816K), 0.0023013 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:07.953-0800: 61.281: [GC (Allocation Failure) 2020-10-27T22:14:07.953-0800: 61.281: [DefNew: 139849K->86K(157248K), 0.0023419 secs] 163523K->23760K(506816K), 0.0024238 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:08.051-0800: 61.379: [GC (Allocation Failure) 2020-10-27T22:14:08.051-0800: 61.379: [DefNew: 139862K->98K(157248K), 0.0021011 secs] 163536K->23772K(506816K), 0.0021734 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:08.166-0800: 61.494: [GC (Allocation Failure) 2020-10-27T22:14:08.166-0800: 61.494: [DefNew: 139874K->85K(157248K), 0.0027718 secs] 163548K->23759K(506816K), 0.0028580 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:08.269-0800: 61.597: [GC (Allocation Failure) 2020-10-27T22:14:08.269-0800: 61.597: [DefNew: 139861K->57K(157248K), 0.0020160 secs] 163535K->23731K(506816K), 0.0020912 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:08.367-0800: 61.695: [GC (Allocation Failure) 2020-10-27T22:14:08.367-0800: 61.695: [DefNew: 139833K->70K(157248K), 0.0021282 secs] 163507K->23744K(506816K), 0.0022084 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:08.461-0800: 61.790: [GC (Allocation Failure) 2020-10-27T22:14:08.462-0800: 61.790: [DefNew: 139846K->69K(157248K), 0.0020730 secs] 163520K->23743K(506816K), 0.0021401 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:08.561-0800: 61.889: [GC (Allocation Failure) 2020-10-27T22:14:08.561-0800: 61.889: [DefNew: 139845K->79K(157248K), 0.0021964 secs] 163519K->23754K(506816K), 0.0023502 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:08.674-0800: 62.002: [GC (Allocation Failure) 2020-10-27T22:14:08.674-0800: 62.003: [DefNew: 139855K->80K(157248K), 0.0022369 secs] 163530K->23754K(506816K), 0.0023131 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:08.781-0800: 62.109: [GC (Allocation Failure) 2020-10-27T22:14:08.781-0800: 62.109: [DefNew: 139856K->50K(157248K), 0.0022854 secs] 163530K->23725K(506816K), 0.0023687 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:08.878-0800: 62.206: [GC (Allocation Failure) 2020-10-27T22:14:08.878-0800: 62.206: [DefNew: 139826K->92K(157248K), 0.0022477 secs] 163501K->23766K(506816K), 0.0023277 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:08.974-0800: 62.302: [GC (Allocation Failure) 2020-10-27T22:14:08.974-0800: 62.302: [DefNew: 139868K->96K(157248K), 0.0019995 secs] 163542K->23771K(506816K), 0.0020699 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:09.081-0800: 62.409: [GC (Allocation Failure) 2020-10-27T22:14:09.081-0800: 62.409: [DefNew: 139872K->74K(157248K), 0.0023876 secs] 163547K->23748K(506816K), 0.0024745 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-27T22:14:09.178-0800: 62.506: [GC (Allocation Failure) 2020-10-27T22:14:09.178-0800: 62.506: [DefNew: 139850K->62K(157248K), 0.0021582 secs] 163524K->23737K(506816K), 0.0022369 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-10-27T22:14:09.281-0800: 62.609: [GC (Allocation Failure) 2020-10-27T22:14:09.281-0800: 62.609: [DefNew: 139838K->67K(157248K), 0.0023493 secs] 163513K->23742K(506816K), 0.0024372 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
